Variable 1,Var1 name,Variable 2,Var2 name,Mutual Information
td0004d_v1,Spelling more difficult than grammar,pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0600g,German lessons: good career prospects if TC reads a lot,td0005b,Spelling - learning - good German grade,0.0
td0005b,Spelling - learning - good German grade,pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0600g,German lessons: good career prospects if TC reads a lot,td0006d_v1,Spelling words correctly: Guess,0.0
td0006d_v1,Spelling words correctly: Guess,pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0600g,German lessons: good career prospects if TC reads a lot,td0006e_v1,Spelling words correctly: Refer to dictionary,0.0
td0006e_v1,Spelling words correctly: Refer to dictionary,pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0600g,German lessons: good career prospects if TC reads a lot,td0006f_v1,Spelling words correctly: Computer spell checking,0.0
td0006f_v1,Spelling words correctly: Computer spell checking,pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0600g,German lessons: good career prospects if TC reads a lot,t34006a,HOMEPOS: desk,0.0
t34006a,HOMEPOS: desk,pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0600g,German lessons: good career prospects if TC reads a lot,t34006c,HOMEPOS: learning software,0.0
t34006c,HOMEPOS: learning software,pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0600g,German lessons: good career prospects if TC reads a lot,t34006h,HOMEPOS: dictionary,0.0
t34006h,HOMEPOS: dictionary,pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0600g,German lessons: good career prospects if TC reads a lot,t34002a,"Frequency reading (genre): detective novels, thrillers, horror or fantasy",0.0
t34002a,"Frequency reading (genre): detective novels, thrillers, horror or fantasy",pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0600g,German lessons: good career prospects if TC reads a lot,t34002b,Frequency reading (genre): classic literature,0.0
t34002b,Frequency reading (genre): classic literature,pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0600g,German lessons: good career prospects if TC reads a lot,t34002c,Frequency reading (genre): nonfiction books,0.0
t34002c,Frequency reading (genre): nonfiction books,pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0600g,German lessons: good career prospects if TC reads a lot,t34002d,Frequency reading (genre): comics,0.0
t34002d,Frequency reading (genre): comics,pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0600g,German lessons: good career prospects if TC reads a lot,t34003a,Frequency reading (periodicals): local newspaper,0.0
t34003a,Frequency reading (periodicals): local newspaper,pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0600g,German lessons: good career prospects if TC reads a lot,t34003e,"Frequency reading (periodicals): other youth magazines (such as Bravo, Popcorn)",0.0
t34003e,"Frequency reading (periodicals): other youth magazines (such as Bravo, Popcorn)",pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0600g,German lessons: good career prospects if TC reads a lot,t410010_g1,Second language (number of specifications),0.0
t410010_g1,Second language (number of specifications),pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0600g,German lessons: good career prospects if TC reads a lot,t41000a_g1,Mother tongue (number references),0.0
t41000a_g1,Mother tongue (number references),pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0600g,German lessons: good career prospects if TC reads a lot,t400500_g2,v1 Missing/contradicting imformation about country of birth for generation status,0.0
t400500_g2,v1 Missing/contradicting imformation about country of birth for generation status,pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0600g,German lessons: good career prospects if TC reads a lot,t521000,Self-rated health,0.0
t521000,Self-rated health,pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0600g,German lessons: good career prospects if TC reads a lot,t74305a,"Household composition: biological, adoptive, foster mother",0.0
t74305a,"Household composition: biological, adoptive, foster mother",pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0600g,German lessons: good career prospects if TC reads a lot,t74305c,"Household composition: biological father, adoptive father, foster father",0.0
t74305c,"Household composition: biological father, adoptive father, foster father",pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0600g,German lessons: good career prospects if TC reads a lot,t74305e,Household composition: siblings and/or step siblings,0.0
t74305e,Household composition: siblings and/or step siblings,pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0600g,German lessons: good career prospects if TC reads a lot,t74305g,Household composition: other people,0.0
t74305g,Household composition: other people,pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0600g,German lessons: good career prospects if TC reads a lot,t724102,Grade Annual report card - Mathematics,0.0
t724102,Grade Annual report card - Mathematics,pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0600g,German lessons: good career prospects if TC reads a lot,t261000,Student: sport activity: frequency,0.0
t261000,Student: sport activity: frequency,pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0600g,German lessons: good career prospects if TC reads a lot,t269000,Student: sport activity: where/what,0.0
t269000,Student: sport activity: where/what,pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0600g,German lessons: good career prospects if TC reads a lot,t27111b,Courses outside the school - Volkshochschule (VHS),0.0
t27111b,Courses outside the school - Volkshochschule (VHS),pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0600g,German lessons: good career prospects if TC reads a lot,t731130,Role of mother,0.0
t731130,Role of mother,pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0600g,German lessons: good career prospects if TC reads a lot,t66000a_g1,Self concept: German,0.0
t66000a_g1,Self concept: German,pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0600g,German lessons: good career prospects if TC reads a lot,t514002,Satisfaction with standard of living,0.0
t514002,Satisfaction with standard of living,pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0600g,German lessons: good career prospects if TC reads a lot,t514005,Satisfaction with acquaintances and friends,0.0
t514005,Satisfaction with acquaintances and friends,pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0600g,German lessons: good career prospects if TC reads a lot,t514006,Satisfaction with school,0.0
t514006,Satisfaction with school,pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0600g,German lessons: good career prospects if TC reads a lot,dgg5_sc3a,DGCF (perceptual speed): sum,0.0
dgg5_sc3a,DGCF (perceptual speed): sum,pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0600g,German lessons: good career prospects if TC reads a lot,reg5_sc1,Reading comprehension: WLE,0.0
reg5_sc1,Reading comprehension: WLE,pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0600g,German lessons: good career prospects if TC reads a lot,t34009,created,0.0
t34009,created,pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0600g,German lessons: good career prospects if TC reads a lot,td0032,created,0.0
td0032,created,pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0600g,German lessons: good career prospects if TC reads a lot,td0034,created,0.0
td0034,created,pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0600g,German lessons: good career prospects if TC reads a lot,td0035,created,0.0
td0035,created,pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0600g,German lessons: good career prospects if TC reads a lot,td0041,created,0.0
td0041,created,pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0600g,German lessons: good career prospects if TC reads a lot,td0043,created,0.0
td0043,created,pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0600g,German lessons: good career prospects if TC reads a lot,teacher_changed_state,the change of state for the teachers - whether they have ever changed the states (1) or not (0),0.0
teacher_changed_state,the change of state for the teachers - whether they have ever changed the states (1) or not (0),pd0600g,German lessons: good career prospects if TC reads a lot,0.0
pd0100g,German lessons: TC shall work hard in German class,t523010,Days absent due to illness,0.0
t523010,Days absent due to illness,pd0100g,German lessons: TC shall work hard in German class,0.0
pd0100g,German lessons: TC shall work hard in German class,t292304,"Comparison to elementary school, Iím more popular",0.0
t292304,"Comparison to elementary school, Iím more popular",pd0100g,German lessons: TC shall work hard in German class,0.0
